smiles,LogS(mol/L),Normalized SMILES,index
Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.96764,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,201
Br.CC(N)Cc1ccc(O)cc1,0.0090339,Br.CC(N)Cc1ccc(O)cc1,202
Br.CC(ON)C(=O)O,0.73048,Br.CC(ON)C(=O)O,203
Br.CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,-4.494,Br.CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,204
Br.Cc1c2nc3ccccc3c-2ccn1CCC[N+](C)(C)C.[Br-],0.28585,Br.Cc1c2nc3ccccc3c-2ccn1CCC[N+](C)(C)C.[Br-],205
Br.Cc1c2nc3ccccc3c-2ccn1CCCCCC[N+](C)(C)C.[Br-],-1.2579,Br.Cc1c2nc3ccccc3c-2ccn1CCCCCC[N+](C)(C)C.[Br-],206
Br.CCC(=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)CC,-5.4714,Br.CCC(=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)CC,207
Br.CCC(C)(CC)N(C)C,-1.383,Br.CCC(C)(CC)N(C)C,208
Br.CCC1(c2ccccc2)C(=O)N(C)C(=O)N(CNC(N)=S)C1=O,-2.6513,Br.CCC1(c2ccccc2)C(=O)N(C)C(=O)N(CNC(N)=S)C1=O,209
Br.CCCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-3.5511,Br.CCCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,210
Br.CCCOc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,-4.7075,Br.CCCOc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,211
Br.CCN(C)C(C)(C)C(C)(C)C,-2.3014,Br.CCN(C)C(C)(C)C(C)(C)C,212
Br.CCN(C)C(C)(CC)CC,-1.8882,Br.CCN(C)C(C)(CC)CC,213
Br.CCN(C)C(CC)(CC)CC,-2.3951,Br.CCN(C)C(CC)(CC)CC,214
Br.CCN(CC)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,-7.1341,Br.CCN(CC)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,215
Br.CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-3.0337,Br.CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,216
Br.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)c1ccccc1S2,-11.3223,Br.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)c1ccccc1S2,217
Br.CN(C)C(C)(C)C(C)(C)C,-1.7931,Br.CN(C)C(C)(C)C(C)(C)C,218
Br.CN(C)CC/C=C1/c2ccccc2Sc2ccc(F)cc21,-5.6038,Br.CN(C)CC/C=C1/c2ccccc2Sc2ccc(F)cc21,219
Br.CN(C)CC/C=C1\c2ccccc2Sc2ccc(F)cc21,-5.6038,Br.CN(C)CC/C=C1\c2ccccc2Sc2ccc(F)cc21,220
Br.CN(C)CCBr,-0.23372,Br.CN(C)CCBr,221
Br.CN(C)CCCC1c2ccccc2Sc2ccc(Cl)cc21,-6.4305,Br.CN(C)CCCC1c2ccccc2Sc2ccc(Cl)cc21,222
Br.CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.23884,Br.CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,223
Br.CN1[C@@H]2CC[C@H]1CC(OC(=O)C(O)c1ccccc1)C2,-0.37858,Br.CN1[C@@H]2CC[C@H]1CC(OC(=O)C(O)c1ccccc1)C2,224
Br.CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-2.2645,Br.CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,225
Br.COC(=O)C1=CCCN(C)C1,0.17589,Br.COC(=O)C1=CCCN(C)C1,226
Br.COc1cc2c(cc1Br)C[C@H]1[C@H]3CCCC[C@@]23CCN1C,-5.8661,Br.COc1cc2c(cc1Br)C[C@H]1[C@H]3CCCC[C@@]23CCN1C,227
Br.COc1ccc(N2CCN(CCC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)CC2)cc1,-4.0757,Br.COc1ccc(N2CCN(CCC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)CC2)cc1,228
Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-4.0514,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,229
Br.FCCNCCF,0.17906,Br.FCCNCCF,230
Br.NCCCCCCNCCSS(=O)(=O)O,0.25518,Br.NCCCCCCNCCSS(=O)(=O)O,231
Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C/C=C/c1ccccc1)CC3,-5.345,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C/C=C/c1ccccc1)CC3,232
Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(Cc1ccccc1)CC3,-4.5068,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(Cc1ccccc1)CC3,233
Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3,-4.8339,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3,234
Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCCc1ccccc1)CC3,-5.5421,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCCc1ccccc1)CC3,235
Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,-2.2414,Br.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,236
Br.Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CCc1ccccc1)CC3,-4.8339,Br.Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CCc1ccccc1)CC3,237
Br/C=C/Br,-1.5308,Br/C=C/Br,238
Br/C=C/c1ccccc1,-3.5096,Br/C=C/c1ccccc1,239
Br/C=C\Br,-1.3195,Br/C=C\Br,240
BrC(Br)(Br)Br,-3.1485,BrC(Br)(Br)Br,241
BrC(Br)Br,-1.91,BrC(Br)Br,242
BrC(Br)C(Br)Br,-2.72,BrC(Br)C(Br)Br,243
BrC=CBr,-1.3213,BrC=CBr,244
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-9.5374,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,245
Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-9.13,Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,246
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-9.9819,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,247
Brc1cc(Br)c(Br)cc1Br,-6.9693,Brc1cc(Br)c(Br)cc1Br,248
Brc1cc(Br)c(-c2ccccc2)c(Br)c1,-7.3,Brc1cc(Br)c(-c2ccccc2)c(Br)c1,249
Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,-8.1979,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,250
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,-6.5363,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,251
Brc1cc(Br)cc(Br)c1,-5.6,Brc1cc(Br)cc(Br)c1,252
BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,-6.9904,BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,253
Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,-6.8395,Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,254
Brc1ccc(Br)c(Br)c1,-4.654,Brc1ccc(Br)c(Br)c1,255
BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,-7.8728,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,256
Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,-9.7256,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,257
Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,-8.06,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,258
Brc1ccc(Br)cc1,-4.07,Brc1ccc(Br)cc1,259
Brc1ccc(C(OCC[NH2+]N2CCCC2)c2ccccc2)cc1.[Cl-],-5.5893,Brc1ccc(C(OCC[NH2+]N2CCCC2)c2ccccc2)cc1.[Cl-],260
Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-9.351,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,261
Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,-7.7563,Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,262
Brc1ccc(-c2ccc(Br)cc2)cc1,-7.74,Brc1ccc(-c2ccc(Br)cc2)cc1,263
Brc1ccc(-c2ccccc2)cc1,-5.5526,Brc1ccc(-c2ccccc2)cc1,264
Brc1ccc(CNCC2CCC(CNCc3ccc(Br)cc3)CC2)cc1.Cl.Cl,-7.8997,Brc1ccc(CNCC2CCC(CNCc3ccc(Br)cc3)CC2)cc1.Cl.Cl,265
Brc1ccc(I)cc1,-4.506,Brc1ccc(I)cc1,266
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-8.3716,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,267
Brc1ccc(Oc2ccccc2)cc1,-4.714,Brc1ccc(Oc2ccccc2)cc1,268
Brc1ccc(OCCCCCCCCCCN2CCSC2)nc1.Cl,-6.1348,Brc1ccc(OCCCCCCCCCCN2CCSC2)nc1.Cl,269
Brc1ccc(OCCCCCCCCCCNCCSSCCNCCCCCCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,-14.5491,Brc1ccc(OCCCCCCCCCCNCCSSCCNCCCCCCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,270
Brc1ccc(OCCCCCCCCN2CCSC2)nc1.Cl,-5.0954,Brc1ccc(OCCCCCCCCN2CCSC2)nc1.Cl,271
Brc1ccc(OCCCCCCCN2CCSC2)nc1.Cl,-4.5763,Brc1ccc(OCCCCCCCN2CCSC2)nc1.Cl,272
Brc1ccc(OCCCCCCN2CCSC2)nc1.Cl,-4.0554,Brc1ccc(OCCCCCCN2CCSC2)nc1.Cl,273
Brc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,-10.382,Brc1ccc(OCCCCCCNCCSSCCNCCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,274
Brc1ccc(OCCCCCN2CCSC2)nc1.Cl,-3.5361,Brc1ccc(OCCCCCN2CCSC2)nc1.Cl,275
Brc1ccc(OCCCCCNCCSSCCNCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,-9.3417,Brc1ccc(OCCCCCNCCSSCCNCCCCCOc2ccc(Br)cn2)nc1.Cl.Cl,276
Brc1ccc(OCCCCN2CCSC2)nc1.Cl,-3.0159,Brc1ccc(OCCCCN2CCSC2)nc1.Cl,277
Brc1ccc(OCCCN2CCSC2)nc1.Cl,-2.4976,Brc1ccc(OCCCN2CCSC2)nc1.Cl,278
Brc1ccc(OCCCNCCSSCCNCCCOc2ccc(Br)cn2)nc1.Cl.Cl,-7.26,Brc1ccc(OCCCNCCSSCCNCCCOc2ccc(Br)cn2)nc1.Cl.Cl,279
Brc1ccc(OCCN2CCSC2)nc1.Cl,-1.9775,Brc1ccc(OCCN2CCSC2)nc1.Cl,280
Brc1ccc(OCCNCCSSCCNCCOc2ccc(Br)cn2)nc1.Cl.Cl,-6.2186,Brc1ccc(OCCNCCSSCCNCCOc2ccc(Br)cn2)nc1.Cl.Cl,281
Brc1ccc(SCCCCCCCCCCN2CCSC2)nc1.Cl.Cl,-6.7282,Brc1ccc(SCCCCCCCCCCN2CCSC2)nc1.Cl.Cl,282
Brc1ccc(SCCCCCCCN2CCSC2)nc1.Cl.Cl,-5.1716,Brc1ccc(SCCCCCCCN2CCSC2)nc1.Cl.Cl,283
Brc1ccc(SCCCCCCN2CCSC2)nc1.Cl,-4.6143,Brc1ccc(SCCCCCCN2CCSC2)nc1.Cl,284
Brc1ccc(SCCCCCN2CCSC2)nc1.Cl,-4.0941,Brc1ccc(SCCCCCN2CCSC2)nc1.Cl,285
Brc1ccc(SCCCCN2CCSC2)nc1.Cl,-3.5745,Brc1ccc(SCCCCN2CCSC2)nc1.Cl,286
Brc1ccc2[nH]cc(C3CCC[NH+]3Cc3ccccc3)c2c1.[Cl-],-4.9636,Brc1ccc2[nH]cc(C3CCC[NH+]3Cc3ccccc3)c2c1.[Cl-],287
Brc1ccc2c(c1)Sc1ccccc1N2,-6.1119,Brc1ccc2c(c1)Sc1ccccc1N2,288
Brc1ccc2ccccc2c1,-4.4,Brc1ccc2ccccc2c1,289
Brc1cccc(Br)c1,-3.54,Brc1cccc(Br)c1,290
Brc1cccc(Br)c1Br,-5.0474,Brc1cccc(Br)c1Br,291
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,-2.82,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,292
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,-3.96,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,293
Brc1cccc(OCCCCCN2CCSC2)n1.Cl,-3.5361,Brc1cccc(OCCCCCN2CCSC2)n1.Cl,294
Brc1cccc2ccccc12,-4.35,Brc1cccc2ccccc12,295
Brc1ccccc1,-2.5672,Brc1ccccc1,296
BrC1CCCCC1,-2.3,BrC1CCCCC1,297
Brc1ccccc1Br,-3.5,Brc1ccccc1Br,298
Brc1ccccc1CNCC1CCC(CNCc2ccccc2Br)CC1.Cl.Cl,-7.8997,Brc1ccccc1CNCC1CCC(CNCc2ccccc2Br)CC1.Cl.Cl,299
Brc1ccccn1,-0.8806,Brc1ccccn1,300
Brc1cccnc1OCCCCCN1CCSC1.Cl,-3.5361,Brc1cccnc1OCCCCCN1CCSC1.Cl,301
Brc1cccnc1OCCCCCNCCSSCCNCCCCCOc1ncccc1Br.Cl.Cl,-9.3417,Brc1cccnc1OCCCCCNCCSSCCNCCCCCOc1ncccc1Br.Cl.Cl,302
Brc1cn[nH]c1,-1.0845,Brc1cn[nH]c1,303
Brc1cnc(OCCCCCCN2CCSC2)c(Br)c1.Cl,-5.3823,Brc1cnc(OCCCCCCN2CCSC2)c(Br)c1.Cl,304
Brc1cnc(OCCCCCNCCSSCCNCCCCCOc2ncc(Br)cc2Br)c(Br)c1.Cl.Cl,-12.0011,Brc1cnc(OCCCCCNCCSSCCNCCCCCOc2ncc(Br)cc2Br)c(Br)c1.Cl.Cl,305
Brc1cnc2[nH]ccc2c1,-3.5744,Brc1cnc2[nH]ccc2c1,306
BrC1CNNC1,-1.0845,BrC1CNNC1,307
Brc1ncnc2nc[nH]c12,-2.0247,Brc1ncnc2nc[nH]c12,308
BrC1NCNC2NCNC12,-2.0247,BrC1NCNC2NCNC12,309
BrCBr,-1.2279,BrCBr,310
BrCC(Br)Br,-2.7272,BrCC(Br)Br,311
BrCC(CBr)(CBr)CBr,-5.3844,BrCC(CBr)(CBr)CBr,312
BrCCBr,-1.68,BrCCBr,313
BrCCc1ccccc1,-3.6757,BrCCc1ccccc1,314
BrCCCBr,-2.08,BrCCCBr,315
BrCCCCBr,-2.7902,BrCCCCBr,316
C,-1.8814,C,317
C#C,-0.52321,C#C,318
C#C/C(C)=C/CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-4.3351,C#C/C(C)=C/CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,319
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-4.57,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,320
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-5.66,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,321
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(O)[C@H]3CC[C@@]21C,-4.57,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(O)[C@H]3CC[C@@]21C,322
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,-5.51,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,323
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,-4.3,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,324
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,-3.23,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,325
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,-4.5229,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,326
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-4.6647,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,327
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,-3.7025,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,328
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,-3.7126,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,329
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,-4.2306,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC.C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,330
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-5.7738,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,331
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,-2.99,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,332
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,-5.5687,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,333
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,-6.0149,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,334
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,-6.9839,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,335
C#C[C@]1(OC(=O)C(C)(C)C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-7.16,C#C[C@]1(OC(=O)C(C)(C)C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,336
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-7.4256,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,337
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,-4.27,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,338
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-4.7971,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,339
C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,-4.78,C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,340
C#C[C@H](C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,C#C[C@H](C)N(C)C(=O)Nc1ccc(Cl)cc1,341
C#C[C@H](C)OC(=O)Nc1cccc(Cl)c1,-2.62,C#C[C@H](C)OC(=O)Nc1cccc(Cl)c1,342
C#CC,-0.72585,C#CC,343
C#CC#C,-0.7241,C#CC#C,344
C#CC#CC=C=CCCO,-1.8907,C#CC#CC=C=CCCO,345
C#CC(C)(C)C,-2.6136,C#CC(C)(C)C,346
C#CC(C)(C)N,1.0317,C#CC(C)(C)N,347
C#CC(C)(C)NC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,-3.0181,C#CC(C)(C)NC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,348
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,-4.2324,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,349
C#CC(C)(C)NC(=O)OCC(C)(CCC)COC(N)=O,-3.4327,C#CC(C)(C)NC(=O)OCC(C)(CCC)COC(N)=O,350
C#CC(C)(C)O,1.0751,C#CC(C)(C)O,351
C#CC(C)(CC)OC,-1.4205,C#CC(C)(CC)OC,352
C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,-2.667,C#CC(C)(CC)OC(=O)c1ccccc1C(=O)O,353
C#CC(C)(CC)OC(N)=O,-0.9456,C#CC(C)(CC)OC(N)=O,354
C#CC(C)(O)C=C,-0.080308,C#CC(C)(O)C=C,355
C#CC(C)(O)c1ccccc1,-1.1927,C#CC(C)(O)c1ccccc1,356
C#CC(C)(O)CC,0.01025,C#CC(C)(O)CC,357
C#CC(C)(O)CC(C)C,-1.0366,C#CC(C)(O)CC(C)C,358
C#CC(C)(O)CC/C=C(\C)CC,-2.3028,C#CC(C)(O)CC/C=C(\C)CC,359
C#CC(C)(O)CCC=C(C)C,-1.7721,C#CC(C)(O)CCC=C(C)C,360
C#CC(C)(O)CCCC(C)CCCC(C)C,-4.9531,C#CC(C)(O)CCCC(C)CCCC(C)C,361
C#CC(C)N(C(=O)CCl)c1ccccc1,-2.6468,C#CC(C)N(C(=O)CCl)c1ccccc1,362
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9013,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,363
C#CC(C)NCc1ccccc1,-1.2029,C#CC(C)NCc1ccccc1,364
C#CC(C)O,0.90082,C#CC(C)O,365
C#CC(C)OC(=O)CCC(=O)O,0.76913,C#CC(C)OC(=O)CCC(=O)O,366
C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.6172,C#CC(C)OC(=O)Nc1cccc(Cl)c1,367
C#CC(O)(/C=C/Cl)CC,-0.92363,C#CC(O)(/C=C/Cl)CC,368
C#CC(O)(C=C)CC,-0.60268,C#CC(O)(C=C)CC,369
C#CC(O)(CC)CC,-0.73329,C#CC(O)(CC)CC,370
C#CC(O)c1ccccc1,-0.46205,C#CC(O)c1ccccc1,371
C#CC(O)CC,0.2776,C#CC(O)CC,372
C#CC(O)CCC,-0.4121,C#CC(O)CCC,373
C#CC(O)CCCCC,-1.2868,C#CC(O)CCCCC,374
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC,-6.3931,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)/C(C)=C/CC,375
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,-7.0884,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,376
C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,-7.6594,C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,377
C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,-5.5717,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,378
C#CC(OC(N)=O)c1ccccc1,-1.8373,C#CC(OC(N)=O)c1ccccc1,379
C#CC[NH+]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.[Cl-],-3.4549,C#CC[NH+]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.[Cl-],380
C#CC=C,-1.4648,C#CC=C,381
C#CC1(O)c2ccccc2CCc2ncccc21,-3.8022,C#CC1(O)c2ccccc2CCc2ncccc21,382
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.6613,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,383
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,384
